title,director,year,genre,country
"['Жар (фильм, 1986)']",['Метью Чэпмен'],['1986'],['драма'],['США']
['Жаннетт: Детство Жанны д’Арк'],['Брюно Дюмон'],"['2017', '25 декабря', '2019', '6 сентября', '2017']","['драматический фильм', 'музыкальный фильм']","['\xa0', 'Франция']"
['Жапплу'],['Кристиан Дюгей'],"['13 марта', '2013', '6 февраля', '2014']",['драматический фильм'],"['\xa0', 'Франция', '\xa0', 'Канада']"
['Жанна и отличный парень'],"['Оливье Дюкастель', 'Жак Мартино']",['1998'],['драма'],['Франция']
['Жанна Дюбарри (фильм)'],['Майвенн'],"['2023', 'Официальный трейлер\xa0']","['исторический фильм', 'биографический фильм', 'драматический фильм']","['\xa0', 'Франция', '\xa0', 'Великобритания', '\xa0', 'Бельгия']"
"['Жанна Дильман, набережная Коммерции 23, Брюссель 1080']",['Шанталь Акерман'],['1975'],"['артхаус', 'драматический фильм']","['Бельгия', 'Франция']"
['Жандарм и инопланетяне'],['Жан Жиро'],['1979'],"['романтическая', ' ', 'комедия', 'фантастика']",['Франция']
"['Жанна д’Арк (фильм, 1999)']",['Люк Бессон'],['1999'],"['историко', '-', 'биографическая', ' ', 'драма']","['Франция', 'Чехия', 'США']"
"['Жанна д’Арк (фильм, 1900)']",['Жорж Мельес'],['1900'],"['драма', 'исторический фильм']",['Франция']
"['Жанна д’Арк (фильм, 1948)']",['Виктор Флеминг'],['1948'],"['фильм-биография', 'драма', 'исторический фильм', 'военный фильм']","['\xa0', 'США']"
"['Жанна д’Арк (телесериал, 1999)']",['Кристиан Дюгей'],['1999'],"['биографический фильм', ' ', 'приключенческий фильм', ' ', 'драма']",['Канада']
['Жандарм из Сен-Тропе'],['Жан Жиро'],['1964'],['комедия'],"['Франция', 'Италия']"
['Жандарм на прогулке'],['Жан Жиро'],['1970'],['комедия'],"['Франция', 'Италия']"
['Жандарм женится'],['Жан Жиро'],['1968'],['комедия'],"['Франция', 'Италия']"
['Жандарм и жандарметки'],"['Жан Жиро', ' ', ' ', 'Тони Абоянц']",['1982'],"['романтическая', ' ', 'комедия']",['Франция']
['Жандарм в Нью-Йорке'],['Жан Жиро'],['1965'],['комедия'],"['Франция', 'Италия', 'США']"
['Жако из Нанта'],"['Аньес Варда', ' ', ' ', 'Жак Деми']",['1991'],['Драма'],['Франция']
"['Жаль, что она блудница']",['Джузеппе Патрони Гриффи'],['1971'],['драма'],['Италия']
['Жалоба (фильм)'],['Тимур Золоев'],['1986'],['социальная драма'],['СССР']
['Жан де Флоретт'],['Клод Берри'],['1986'],['драма'],"['\xa0', 'Франция', '\xa0', 'Италия', '\xa0', 'Швейцария']"
['Жак-фаталист и его хозяин (фильм)'],['Клод Сантелли'],[],[],"['\xa0', 'Франция']"
['Железный шериф'],['Сидни Салкоу'],['1957'],['вестерн'],['США']
['Жёлтое море (фильм)'],['На Хончжин'],['2010'],"['боевик', 'триллер']",['Республика Корея']
['Жёлтая ворона'],['Хэйноскэ Госё'],['1957'],['драма'],['Япония']
['Жёлтая земля'],['Чэнь Кайгэ'],['1984'],"['драма', 'музыкальный']",['Китай']
['Железо (фильм)'],['Ричард Стэнли'],['1990'],"['фантастика', 'триллер', 'постапокалиптика']","['Великобритания', 'США']"
['Жёлтая борода'],['Мел Дамски'],['1983'],"['боевик', 'приключенческий фильм', 'комедия']",['Великобритания']
['Женщина в бегах (фильм Майкла Гордона)'],['Майкл Гордон'],"['1949', '6 января', '1950', '12 января', '1950', '24 февраля', '1950']","['Фильм нуар', 'Триллер']","['\xa0', 'США']"
['Женщина без головы'],['Лукресия Мартель'],['2008'],"['фильм-триллер', 'драматический фильм']","['\xa0', 'Франция', '\xa0', 'Аргентина', '\xa0', 'Италия']"
['Железный человек 2'],['Джон Фавро'],['2010'],"['боевик', 'фантастика', 'приключения', 'супергероика']",['США']
['Женщина в бегах (фильм Нормана Фостера)'],['Норман Фостер'],['1950'],"['Фильм нуар', 'Триллер']",['США']
['Женщина без мужчин'],['Франклин Адреон'],['1955'],['Фильм нуар'],['США']
['Железный человек 3'],['Шейн Блэк'],['2013'],['\n'],"['\xa0', 'США']"
['Женщина + женщина'],['Джордж Слузер'],['1979'],['Мелодрама'],['Нидерланды']
"['Женщина (фильм, 1932)']","['Ефим Дзиган', ', ', 'Борис Шрейбер']",['1932'],['драма'],['СССР']
"['Женщина (фильм, 2011)']",['Лаки Макки'],['2011'],"['фильм ужасов', '/', 'драма', '/', 'триллер', '/', 'артхаус']",['США']
"['Женщина (фильм, 1915)']",['Чарли Чаплин'],['1915'],['комедия'],"[' ', 'США']"
"['Женщина, которая смеётся']",['Рышард Ордыньский'],['1931'],"['драма', ', ', 'мелодрама']",['Польша']
"['Женщина, которая убежала']",['Хон Сан Су'],"['Республика Корея', '2020']",['драма'],[]
"['Женщина, которая поёт']",['Александр Орлов'],"['1978', 'Обложка миньона «Песни А. Зацепина из кинофильма „Женщина, которая поёт“» из серии «Мелодии экрана» (1978 год)']","['музыкальный фильм', ',', 'мелодрама']",['СССР']
['Женщина-оборотень (фильм)'],['Рино Ди Сильвестро'],['1976'],['фильм ужасов'],['Италия']
"['Женщина, которая изобрела любовь (фильм, 1918)']",['Вячеслав Висковский'],['1918'],"['драма', 'мелодрама']",['Россия']
"['Женщина, которая желанна (фильм)']",['Курт Бернхардт'],['1929'],['драма'],['Германия']
['Женщина-олень'],['Джон Лэндис'],"['Википедия:К удалению/6 января 2024', '2005']",['ужасы'],['США']
"['Женщина-оса (фильм, 1995)']",['Джим Уайнорски'],['1995'],"['фантастика', 'фильм ужасов']","['\xa0', 'США']"
['Женщина-кошка (фильм)'],['Питоф'],[],"['Супергеройский фильм', ', ', 'технофэнтези']","[' ', 'США', ' ', 'Австралия', ' ', 'Франция']"
['Женщина французского лейтенанта (фильм)'],['Карел Рейш'],['1981'],"['драма', ' / ', 'мелодрама']",['Великобритания']
['Женщина-демон'],['Канэто Синдо'],['1964'],"['драма', ' / ', 'мистика']",['Япония']
['Женщина-волк из Лондона'],['Жан Ярброу'],['1946'],"['Детектив', 'Фильм ужасов']","['\xa0', 'США']"
['Женщина-насекомое'],['Сёхэй Имамура'],['1963'],['фильм-драма'],['Япония']
['Женщина-арбуз'],['Шерил Дунье'],['1996'],['Комедия'],['США']
['Женщина-вампир (фильм)'],['Виктор Туржанский'],['1915'],['фильм ужасов'],['Российская империя']
"['Женщина-невидимка (фильм, 1940)']",['А. Эдвард Сазерленд'],"['1940', '27 декабря', '1940']","['Фантастика', ', ', 'Кинокомедия', ', ', 'Мелодрама']","['\xa0', 'США']"
['Женщина Сайкаку'],['Кэндзи Мидзогути'],['1952'],"['драма', 'мелодрама']",['Япония']
['Женщина сверху (фильм)'],['Фина Торрес'],['2000'],"['романтическая комедия', ', ', 'мелодрама']","[' ', 'США']"
['Женщина с…'],"['Малгожата Шумовская', 'Михал Энглерт']",['2023'],['драматический фильм'],"['\xa0', 'Польша', '\xa0', 'Швеция']"
['Женщина с душою куртизанки'],['Александр Гарин'],['1916'],['драма'],['Российская империя']
['Женщина с кинжалом (фильм)'],['Яков Протазанов'],['1916'],['драма'],['Российская империя']
['Женщина по имени Голда'],['Алан Гибсон'],"['26 апреля', '1982', '27 апреля', '1982']","['драма', 'биография']","['\xa0', 'США']"
['Женщина с разбитым носом'],['Срджан Колевич'],['2010'],"['Драма', 'Комедия', 'Мелодрама']",['Сербия']
['Женщина под влиянием'],['Джон Кассаветис'],['1974'],['драма'],"['\xa0', 'США']"
['Женщина из Токио'],['Ясудзиро Одзу'],['1933'],"['драма', 'комедия']",['Япония']
['Женщина на пирсе 13'],['Роберт Стивенсон'],['1949'],['Фильм нуар'],['США']
"['Женщина на пляже (фильм, 1947)']",['Жан Ренуар'],['1947'],['нуар'],"['\xa0', 'США']"
['Женщина на Луне'],['Фриц Ланг'],['1929'],"['приключенческая ', 'фантастика']",['Германия']
['Женщина издалека'],['Тахир Сабиров'],['1978'],"['военный фильм', 'драма']","['\xa0', 'СССР']"
['Женщина моря'],['Джозеф фон Штернберг'],['1926'],['драма'],['США']
['Женщина на войне'],['Бенедикт Эрлингссон'],['2018'],['фильм-триллер'],"['Франция', 'Исландия', 'Украина']"
"['Женщина на пляже (фильм, 1955)']",['Джозеф Пивни'],['1955'],['мелодрама'],"['\xa0', 'США']"
['Женщина и четверо её мужчин'],['Альгимантас Пуйпа'],['1983'],['притча'],['СССР']
['Женщина из Москвы'],['Людвиг Бергер'],['1928'],['драма'],['США']
['Женщина из джунглей'],['Реджинальд Ле Борг'],['1944'],['фильм ужасов'],"['\xa0', 'США']"
['Женщина идёт впереди'],['Сюзанна Уайт'],"['29 июня', '2018', '5 июля', '2018']","['биографический фильм', 'драматический фильм']","['\xa0', 'США']"
['Женщина Жанна'],['Сесиль Блаунт де Милль'],['1916'],['мелодрама'],"['\xa0', 'США']"
['Женщина из племени апачей'],['Роджер Корман'],"['1955', '15 сентября', '1955']",['Вестерн'],"['\xa0', 'США']"
['Женщина из пятого округа'],['Павел Павликовский'],['2011'],['триллер'],"['Франция', 'Польша', 'Великобритания']"
['Женщина идёт одна по земле'],['Фумио Камэи'],['1953'],['фильм-драма'],['Япония']
['Живой!'],[],['2009'],['драматический фильм'],"['\xa0', 'Албания', '\xa0', 'Франция', '\xa0', 'Австрия']"
['Живот архитектора'],['Питер Гринуэй'],['1987'],['драма'],"['Великобритания', 'Италия']"
['Живой щит (фильм)'],['Тед Пост'],['1991'],"['боевик', ', ', 'драма']",['США']
"['Животное (фильм, 2001)']",['Люк Гринфилд'],['2001'],['комедия'],['США']
"['Животное (фильм, 2014)']",['Бретт Симмонс'],"['13 июня', '2014', '17 июня', '2014', '2 января', '2014']","['ужасы', ' / ', 'триллер']","['\xa0', 'США', '\xa0', 'Республика Корея']"
['Животное царство (фильм)'],['Эдвард Гриффит'],['1932'],['мелодрама'],"['\xa0', 'США']"
"['Живой труп (фильм, 1968)']",['Владимир Венгеров'],['1968'],['драма'],['СССР']
['Жизнь как катастрофа'],['Тод Харрисон Уильямс'],['2007'],"['драма', ', ', 'комедия']",['США']
"['Живой труп (фильм, 1929)']",['Фёдор Оцеп'],['1929'],"['немое кино', 'драматический фильм']","['\xa0', 'Германия', '\xa0', 'СССР']"
['Жизнь как дом'],['Ирвин Уинклер'],['2001'],['драма'],"['США', 'США', 'Израиль', 'Италия', 'Франция', 'Великобритания', 'Австралия', 'Япония', 'Исландия', 'Дания', 'Норвегия', 'Финляндия', 'Венгрия']"
"['Жизнь как смертельная болезнь, передающаяся половым путём']",['Кшиштоф Занусси'],['2000'],['драма'],"['\xa0', 'Франция', '\xa0', 'Польша']"
['Жизнь испытывает нас'],['Шамиль Махмудбеков'],['1971'],"['драма', ', ', 'мелодрама']",['Азербайджанская ССР']
['Жизнь как сон'],"['Бейонсе', ', Эд Берк, Илан Бенатар']",['2013'],['документальный фильм'],['США']
"['Жизнь Иисуса (фильм, 2025)']",['Мартин Скорсезе'],[],['драма'],"['\xa0', 'США']"
['Жизнь и удивительные приключения Робинзона Крузо'],['Станислав Говорухин'],[],['приключенческий фильм'],['СССР']
"['Жизнь прекрасна (фильм, 2011)']",['Джонатан Ливайн'],['2011'],['комедия-драма'],['США']
"['Жизнь Иисуса (фильм, 1997)']",['Брюно Дюмон'],['1997'],['драма'],['Франция']
"['Жизнь прекрасна (фильм, 1997)']",['Роберто Бениньи'],['1997'],"['трагикомедия', ', ', 'драма']",['Италия']
['Жизнь после людей'],['Дэвид де Врис'],[],"['Документальное кино', ', ', 'постапокалиптика']",['США']
['Жизнь порядочного человека'],['Саша Гитри'],['1953'],['комедия'],"['\xa0', 'Франция']"
"['Жизнь прекрасна (фильм, 1980)']",['Григорий Чухрай'],['1980'],['драма'],"['СССР', 'Италия']"
['Жизнь на Мэйпл-Драйв (фильм)'],['Кен Олин'],"['1992', '16 марта', '1992']",['драматический фильм'],"['\xa0', 'США']"
['Жизнь побеждает (фильм)'],['Дину Негряну'],['1951'],"['Политическая ', 'драма', ', ', 'шпионский']",[]
['Жизнь под страхом'],['Яш Чопра'],['1993'],"['драматический фильм', 'романтический фильм', 'психологический триллер']",['Индия']
['Жизнь на перемотке'],['Антони Марсьяно'],['2019'],['комедия'],['Франция']
['Жизнь по Джейн Остин'],['Робин Свайкорд'],['2007'],"['драма', 'комедия']",['США']
['Жизнь на земле (фильм)'],['Абдеррахман Сисако'],[],"['камеди', '-', 'драма']","['Мали', 'Мавритания', 'Франция']"
['Жизнь не может быть скучной'],['Зоя Ахтар'],['2011'],"['комедия', ' ', ' ', 'драма', ' ', ' ', 'бадди-муви']","['\xa0', 'Индия']"
['Жизнь Пи (фильм)'],['Энг Ли'],"['2012', 'Кинг-Конг']","['приключенческая', ' ', 'драма']","['США', 'Китайская Республика']"
['Жизнь Моисея'],['Джеймс Стюарт Блэктон'],['1909'],['драма'],['США']
"['Жизнь Мухомацу (фильм, 1958)']",['Хироси Инагаки'],['1958'],['фильм-драма'],['Япония']
['Жизнь морских обитателей'],['Чжан Чи'],['2019'],['драма'],['Китай']
['Жизнь как чудо'],['Эмир Кустурица'],['2004'],"['комедия', ', ', 'мелодрама', ', ', 'музыкальный фильм', ', ', 'военная', ' ', 'драма']","[' ', 'Сербия и Черногория']"
['Жизнь и смерть Фердинанда Люса'],['Анатолий Бобровский'],['1976'],['драматический фильм'],['СССР']
['Жизнь Леонардо да Винчи (мини-сериал)'],['Ренато Кастеллани'],['1971'],"['исторический фильм', ', ', 'драма', ', ', 'фильм-биография', ', ', 'мини-сериал']","['Италия', 'Испания']"
['Жизнь и страсти Иисуса Христа'],"['Фернан Зекка', ' ', 'Люсьен Нонге']",['1903'],"['драма', ', ', 'фильм-биография']",['Франция']
['Жизнь Клима Самгина (телесериал)'],['Виктор Титов'],['1988'],"['драма', '/', 'история']",['СССР']
['Жизнь и смерть полковника Блимпа'],"['Майкл Пауэлл', ' ', ' ', 'Эмерих Прессбургер']",['1943'],"['военный фильм', 'драма', 'мелодрама']",['Великобритания']
['Жизнь и приключения четырёх друзей'],['Олег Ерышев'],[],['детский фильм'],['СССР']
['Жизнь и один день'],['Саид Рустаи'],['2014'],['драматический фильм'],"['\xa0', 'Иран']"
['Жизнь и ничего больше'],['Бертран Тавернье'],['1989'],['драма'],['Франция']
['Жизнь и смерть дворянина Чертопханова'],['Виктор Туров'],['1971'],['драматический фильм'],['СССР']
['Жизнь и смерть Питера Селлерса'],['Стивен Хопкинс'],['2004'],"['фильм-биография', ' ', 'драма']","['Великобритания', ' ', 'США']"
['Жизнь и смерть порнобанды'],['Младен Джорджевич'],['2009'],"['хоррор', ', ', 'роуд-муви']",['Сербия']
['Жизнь и смерть Пушкина'],['Василий Гончаров'],['1910'],['Биографический'],"['\xa0', 'Российская империя']"
['Жизнь и времена судьи Роя Бина'],['Джон Хьюстон'],['1972'],"['комедия', ' ', 'мелодрама', ' ', 'вестерн', ' ', 'экранизация']",['США']
['Жизнь и деяния бессмертного вождя Карагеоргия'],['Илья Станоевич'],['1911'],['исторический фильм'],['Королевство Сербия']
['Жизнь за один день'],['Кевин Макдональд'],"['2011', 'Однажды в сентябре']",['документальный'],['США']
['Жизнь за кадром'],['Дэвид Мэмет'],['2000'],"['комедия', 'мелодрама']","[' ', 'США']"
['Жизнь забавами полна'],['Пётр Тодоровский'],['2001'],['драма'],['Россия']
"['Жизнь за жизнь (фильм, 1916)']",['Евгений Бауэр'],['1916'],['драма'],['Российская империя']
['Жизнь за гранью'],[],['2009'],['психологический триллер'],['США']
['Жизнь и необычайные приключения солдата Ивана Чонкина (фильм)'],['Иржи Менцель'],['1994'],['комедия'],"['Чехия', ' ', 'Россия', ' ', 'Великобритания', ' ', 'Франция', ' ', 'Италия']"
['Жизнь У Сюня'],['Сунь Юй'],['1950'],['драма'],['Китай']
['Жизнь этого парня (фильм)'],['Майкл Кейтон-Джонс'],['1993'],"['драма', 'биография']","['\xa0', 'США']"
['Жизнь Эмиля Золя'],['Уильям Дитерле'],['1937'],['драма'],['США']
['Жизнь сначала'],['Лев Рудник'],[],['Мелодрама'],['СССР']
"['Жизнь хорошая штука, брат!']","['Рамиз Аскеров', ', ', 'Антонис Воязос']",['1966'],"['драма', ', ', 'приключенческий фильм']",['СССР']
['Жизнь Чака'],['Майк Флэнаган'],[],[],"['\xa0', 'США']"
"['Жизнь с отцом (фильм, 1947)']",['Майкл Кёртис'],['1947'],['комедия'],"['\xa0', 'США']"
['Жизнь хуже обычной'],['Дэнни Бойл'],['1997'],"['мелодрама', ', ', 'комедия']","['\xa0', 'Великобритания', '\xa0', 'США']"
['Жили-были старик со старухой'],['Григорий Чухрай'],['1964'],['драма'],"['\xa0', 'СССР']"
['Жили три холостяка'],['Михаил Григорьев'],[],['комедия'],"['\xa0', 'СССР']"
"['Жилец (фильм, 1927)']",['Альфред Хичкок'],"['14 февраля', '1927']","['детективный', ' ', 'триллер']","['\xa0', 'Великобритания']"
['Жила-была одна баба'],['Андрей Смирнов'],"['2011', 'Полторы комнаты, или Сентиментальное путешествие на родину']","['исторический фильм', 'драма']",['Россия']
['Жила-была девочка'],['Виктор Эйсымонт'],['1944'],['драма'],['СССР']
['Жили-были'],['Эдуард Парри'],['2018'],"['комедия', 'драма']",['Россия']
"['Жилец (фильм, 1944)']",['Джон Брам'],['1944'],"['нуар', 'фильм ужасов', 'детектив']","['\xa0', 'США']"
"['Жилец (фильм, 1976)']",['Роман Полански'],['1976'],"['психологический ', 'триллер']",['Франция']
"['Жуки (фильм, 2001)']",[],['2001'],"['фильм ужасов', 'фантастический фильм']",['США']
"['Жук (фильм, 1975)']",['Жанно Шварц'],"['23 марта', '1975', '1975', '6 июня', '1975', '17 октября', '1975', '28 января', '1976', '25 марта', '1976', '26 марта', '1976', '6 мая', '1976', '17 мая', '1976', '26 июня', '1976', '6 января', '1977', '30 июня', '1978']",['ужасы'],"['\xa0', 'США']"
['Жребий Салема 2: Возвращение в Салем'],['Ларри Коэн'],['1987'],"['фильм ужасов', 'триллер', 'мистика']","['\xa0', 'США']"
['Жубиаба (фильм)'],['Нелсон Перейра дус Сантус'],['1986'],['драма'],"['Бразилия', 'Франция']"
['Жук-скакун (фильм)'],['Кристофер Нолан'],['1997'],"['психологический триллер', ' / ', 'сюрреализм']",['Великобритания']
"['Жребий (фильм, 2024)']",['Гари Доберман'],[],['фильм ужасов'],['США']
['Жофруа (фильм)'],['Марсель Паньоль'],['1934'],['драматический фильм'],"['\xa0', 'Франция']"
['Жуковский (фильм)'],"['Всеволод Пудовкин', ' ', 'Дмитрий Васильев']",['1950'],"['исторический', ' ', 'фильм-биография']","['\xa0', 'СССР']"
"['За закрытыми дверями (фильм, 1954)']",['Жаклин Одри'],['1954'],['драма'],['Франция']
"['За закрытыми дверями (фильм, 1948)']",['Бадд Беттикер'],['1948'],['Фильм нуар'],['США']
['За гранью реальности'],['Александр Богуславский'],['2018'],"['приключения', 'фантастика', 'фильм-ограбление', 'супергероика']",['Россия']
['За завесой секретности'],['Кен Лоуч'],['1990'],"['драма', 'триллер']",['Великобритания']
['За гранью жизни'],['Майк Бёрнс'],['2021'],"['триллер', ' ', ' ', 'криминал']",['США']
['За двумя зайцами (мюзикл)'],['Максим Паперник'],['2004'],['Мюзикл'],"['Россия', 'Украина']"
['За гранью страха'],['Зев Берман'],['2007'],"['фильм ужасов', 'триллер', 'слэшер']","['США', ' ', 'Мексика']"
"['За двумя зайцами (фильм, 1961)']",['Виктор Иванов'],['1961'],['кинокомедия'],"['\xa0', 'СССР']"
['За сигаретами'],['Эмманюэль Берко'],['2013'],"['роуд-муви', 'драматический фильм', 'комедийный фильм']",['Франция']
"['За рекой, в тени деревьев (фильм)']",[],['2022'],[],['США']
['За пригоршню динамита'],['Серджо Леоне'],"['1971', 'Афиша фильма']","['сапата-вестерн', 'Военный', 'Драма']",['Италия']
['За решёткой'],['Ури Барбаш'],['1984'],"['драматический фильм', 'тюремный фильм']",['Израиль']
['За синей дверью (фильм)'],['Мариуш Палей'],['2016'],"['Фэнтези', 'приключения', 'семейный']",['Польша']
['За пропастью во ржи'],['Дэнни Стронг'],['2017'],"['драма', 'биография']",['США']
['За пригоршню долларов'],['\n'],"['ФРГ', '1964']",['вестерн'],"['\n', 'США', 'Италия', 'Испания']"
['За рекой — граница'],['Алты Карлиев'],['1970'],"['драма, экранизация']",['СССР']
"['Забытые (фильм, 1989)']",['Филлип Бэджер'],['1989'],"['фильм ужасов', ' / ', 'триллер']",['США']
['Забытая мелодия для флейты'],['Эльдар Рязанов'],['1987'],"['сатирическая комедия', ', ', 'психологическая драма']",['СССР']
"['Забытое (фильм, 2004)']",['Джозеф Рубен'],['2004'],"['фантастика', ' / ', 'триллер']","['\xa0', 'США']"
"['Забытые (фильм, 1950)']",['Луис Бунюэль'],['1950'],['драма'],['Мексика']
['Забытая мелодия'],"['Конрад Том', ', ', 'Ян Фетке']",['1938'],['комедия'],"['\xa0', 'Польша']"
"['Забытые (фильм, 2009)']",['Йорг Иле'],['2009'],['фильм ужасов'],['США']
"['Забытые (телефильм, 1989)']",['Джеймс Кич'],[],"['боевик', 'военный', 'детектив']","['\xa0', 'США']"
['Забытая война'],['Ришар Буте'],['1987'],['исторический документально-художественный'],['Канада']
['Забудьте слово «смерть»'],['Самвел Гаспаров'],['1979'],['приключенческий фильм'],['СССР']
['Забытая во тьме'],['Стивен Н. Монро'],['2006'],['фильм ужасов'],['США']
"['Заброшенный (фильм, 2015)']",['Джон Кассар'],['2015'],"['драма', ', ', 'вестерн']","['США', ', ', 'Франция', ', ', 'Канада']"
['Заброшенный дом (фильм)'],['Начо Серда'],['2006'],"['фильм ужасов', ' ', ' ', 'триллер']","['Великобритания', ' ', 'Испания', ' ', 'Болгария']"
['Заброшенная станция'],['Алиреза Раисиан'],['2002'],['драматический фильм'],['Иран']
['Забриски-пойнт'],['Микеланджело Антониони'],"['1970', '49', '51', '72']",['драма'],['США']
"['Заброшенная шахта (фильм, 2012)']",['Джефф Чемберлен'],['2012'],"['Фильм ужасов', 'Приключенческий', 'Мистический']",['Америка']
"['Заблудшие души (фильм, 1921)']","['Карл Фройлих', ']']",['1921'],"['драма, экранизация']","[' ', 'Германия']"
['Забойный футбол'],['Шерри Хорман'],['2004'],"['комедия', ' ', 'мелодрама', ' ', 'спорт']",['Германия']
"['Заблудшие (фильм, 1970)']",['Калью Комиссаров'],['1970'],['социально-психологическая молодежная драма'],['СССР']
['Заблудшие ангелы'],['Хью Хадсон'],"['1989', '31 мая', '1990']",['драма'],"['\xa0', 'США']"
['Заблудившееся орудие'],['Йозеф Мах'],['1958'],[],"[' ', 'Чехословакия']"
['Забойный реванш'],['Питер Сигал'],['2013'],"['спорт', ', ', 'комедия']","['\xa0', 'США']"
['Заблудшие'],['Андре Тешине'],['2003'],"['драма', 'исторический фильм', 'военный фильм']","['Франция', 'Великобритания']"
['Заблудший (фильм)'],['Семён Туманов'],['1966'],['драма'],['СССР']
['Забегаловка (фильм)'],['Барри Левинсон'],['1982'],"['комедия', ' / ', 'драма']",['США']
['Забинтованная'],['Мария Битти'],"['2009', '19 ноября', '2009']","['Мелодрама', 'Ужасы']","['\xa0', 'Германия', '\xa0', 'США']"
['Забери мою душу'],['Уэс Крэйвен'],['2010'],"['слэшер', 'фильм ужасов']",['США']
['Забавы молодых'],['Евгений Герасимов'],['1987'],['драма'],['СССР']
['Забавы и игры'],['Герд Освальд'],['1964'],['фантастика'],"[' ', 'США']"
['Забарджад'],['Баходыр Одылов'],['2007'],['драма'],['Узбекистан']
['Забирая жизни'],['Ди-Джей Карузо'],"['16 марта', '2004', '8 апреля', '2004']","['психологический триллер', 'детектив']","['США', 'Канада']"
['Забивание камнями Сорайи М.'],['Сайрус Наурасте'],['2008'],['драма'],['США']
"['Забавные игры (фильм, 2007)']",['Михаэль Ханеке'],['2007'],"['драма', ' ', 'триллер']",['США']
['За экраном'],['Чарли Чаплин'],['1916'],['комедия'],['США']
['Забавные приключения Дика и Джейн'],['Тед Котчефф'],['1977'],"['романтическая ', 'комедия']",['США']
['Забавная ферма'],['Джордж Рой Хилл'],['1988'],['комедия'],['США']
"['Забавная история, случившаяся по дороге на форум']",['Ричард Лестер'],['1966'],['комедия'],"['США', 'Великобритания']"
['Заат'],['Дон Бартон'],['1971'],"['научно-фантастический', ' ', 'фильм ужасов']","['\xa0', 'США']"
['Забавная мордашка'],['Стэнли Донен'],"['1957', '13 февраля', '1957']","['кинокомедия', 'мюзикл', 'мелодрама']","['\xa0', 'США']"
"['Забавные игры (фильм, 1997)']",['Михаэль Ханеке'],"['11 сентября', '1997', '1997']","['триллер', ', ', 'фильм ужасов']","['\xa0', 'Австрия']"
"['За тех, кто в море (фильм)']",['Александр Файнциммер'],['1947'],"['драма', ' ', 'военный', ' ', 'приключение']",['СССР']
['За час до рассвета (фильм)'],"['Нерсес Оганесян', ' и', ' ', 'Эразм Карамян']",['1973'],"['историко-революционный, драма, экранизация']",['СССР']
['За холмами'],['Кристиан Мунджиу'],['2012'],['драма'],"['Румыния', 'Франция', 'Бельгия']"
['За что стоит умереть'],['Гас Ван Сент'],['1995'],"['драма', ', ', 'комедия']","['США', 'Великобритания', 'Канада']"
['За что мне это?'],['Педро Альмодовар'],['1984'],['мелодрама'],['Испания']
['За тонким человеком'],['В. С. ван Дайк'],['1936'],"['детектив', ', ', 'кинокомедия']","['\xa0', 'США']"
['За что? (фильм)'],['Ежи Кавалерович'],['1995'],['исторический фильм'],"['\xa0', 'Россия', '\xa0', 'Польша']"
['За шкуру полицейского'],['Ален Делон'],['1981'],"['детектив', 'боевик', 'мелодрама']","[' ', 'Франция']"
['Завод рабов'],['Сацуо Ямамото'],['1968'],['драма'],['Япония']
['Заводила'],"['Питер Фаррелли', 'Бобби Фаррелли']",['1996'],['комедия'],['США']
['Завоевание полюса'],['Жорж Мельес'],['1912'],"['приключенческий фильм', 'фантастика']",['Франция']
['Завоевание планеты обезьян'],"['Джей Ли Томпсон', '(совместно с ', 'Артуром Джейкобсом', ')']",['1972'],['фантастика'],['США']
['Завоевание 1453'],['Фарук Аксой'],['2012'],"['исторический', ', ', 'военный']",['Турция']
"['Завоевание (фильм, 1983)']",['Лучо Фульчи'],['1983'],['фэнтези'],"['Италия', ' — ', 'Испания', ' — ', 'Мексика']"
['Завод (фильм)'],['Юрий Быков'],['2019'],"['криминал', 'триллер', 'драма']","['Россия', 'Франция']"
['Заводной апельсин (фильм)'],['Стэнли Кубрик'],"['Энтони Бёрджесс', '1971']","['фантастика', 'триллер', 'драма', 'чёрная комедия', 'криминал']","['Великобритания', 'США']"
['Завтрак на Плутоне'],['Нил Джордан'],['2005'],['комедийная драма'],"['Ирландия', ' ', 'Великобритания']"
['Завтрак с видом на Эльбрус'],"['Николай Малецкий', '\xa0']",['1993'],"['драма', ', ', 'мелодрама']",['Россия']
"['Завтрак на траве (фильм, 1979)']",['Н. Александрович'],['1979'],"['приключения', ',', 'комедия', ',', 'музыкальный']","['\xa0', 'СССР']"
['Завтрак с Хантером'],['Уэйн Юинг'],['2003'],['документальный'],['США']
['Завтрак для чемпионов (фильм)'],['Алан Рудольф'],['1999'],"['трагикомедия', ', ', 'антиутопия']",['США']
['Завтрак в постель'],['Марсиу Гарсия'],['2010'],"['романтическая комедия', 'комедийный фильм']",['США']
"['Завтрак на траве (фильм, 1959)']",['Жан Ренуар'],"['1959', '11 ноября', '1959']",['кинокомедия'],"['\xa0', 'Франция']"
['Завтрак младенца'],['Луи Люмьер'],['1895'],['Документальный'],['Франция']
"['Заговор (фильм, 1971)']",['Светлана Аннапольская'],"['Википедия:К удалению/3 августа 2023', '1971']",['телевизионный спектакль'],['СССР']
"['Заговор (фильм, 1973, Румыния)']",['Маноле Маркус'],['1973'],['детектив'],['Румыния']
